Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides WT_1	Peptides WT_2	Peptides WT_3	Peptides KO_1	Peptides KO_2	Peptides KO_3	Razor + unique peptides WT_1	Razor + unique peptides WT_2	Razor + unique peptides WT_3	Razor + unique peptides KO_1	Razor + unique peptides KO_2	Razor + unique peptides KO_3	Unique peptides WT_1	Unique peptides WT_2	Unique peptides WT_3	Unique peptides KO_1	Unique peptides KO_2	Unique peptides KO_3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Q-value	Score	Identification type WT_1	Identification type WT_2	Identification type WT_3	Identification type KO_1	Identification type KO_2	Identification type KO_3	Sequence coverage WT_1 [%]	Sequence coverage WT_2 [%]	Sequence coverage WT_3 [%]	Sequence coverage KO_1 [%]	Sequence coverage KO_2 [%]	Sequence coverage KO_3 [%]	Intensity	Intensity WT_1	Intensity WT_2	Intensity WT_3	Intensity WT_4	Intensity KO_1	Intensity KO_2	Intensity KO_3	Intensity KO_4	iBAQ	iBAQ WT_1	iBAQ WT_2	iBAQ WT_3	iBAQ KO_1	iBAQ KO_2	iBAQ KO_3	MS/MS count WT_1	MS/MS count WT_2	MS/MS count WT_3	MS/MS count KO_1	MS/MS count KO_2	MS/MS count KO_3	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	reshuffled	reshuffled (#1)
P62913	P62913	9	9	9	60S ribosomal protein L11	RPL11	60S ribosomal protein L11 OS=Homo sapiens GN=RPL11 PE=1 SV=2	1	9	9	9	9	8	8	8	6	7	9	8	8	8	6	7	9	8	8	8	6	7	50.6	50.6	50.6	20.252	178	178	1.0	206	0.0	66.71	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	50.6	40.4	40.4	45.5	31.5	35.4	1.6386E10	9.330825913854425E8	2.1450998823776156E8	9.460002927064817E8	1.5937608779307567E7	6.559114236792574E8	4.7788408614136994E8	5.3239653382757825E8	1.3103163705178631E7	1.6386E9	7.757E7	8.4748E7	9.2455E7	7.0563E7	5.2232E7	6.4289E7	13	12	10	11	11	9	230	NA	NA	NA	2079	NA	1.0
P62917	P62917	12	12	11	60S ribosomal protein L8	RPL8	60S ribosomal protein L8 OS=Homo sapiens GN=RPL8 PE=1 SV=2	1	12	12	11	9	10	11	10	10	10	9	10	11	10	10	10	8	9	10	9	9	9	52.9	52.9	50.2	28.024	257	257	1.0	337	0.0	266.82	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	44.4	44.4	52.5	52.5	52.5	44.4	1.7779E10	7.979677861114641E8	1.92249774374362E8	8.636446944893026E8	6383393.269894899	6.736557144090977E8	8.029359992043881E8	7.014319880462285E8	8561029.718352877	1.3676E9	5.1097E7	5.8434E7	6.5E7	5.5646E7	6.7372E7	6.2107E7	7	12	5	10	13	10	217	NA	NA	NA	2080	NA	1.0
P62942;Q5VVH2;A0A087WV48	P62942	6;2;1	6;2;1	6;2;1	Peptidyl-prolyl cis-trans isomerase FKBP1A	FKBP1A	Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Homo sapiens GN=FKBP1A PE=1 SV=2	3	6	6	6	4	4	4	5	4	4	4	4	4	5	4	4	4	4	4	5	4	4	72.2	72.2	72.2	11.951	108	108;108;116	1.0	113	0.0	44.136	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	69.4	69.4	69.4	71.3	69.4	69.4	4.0424E9	1.1290800288179167E8	3.1905491061107416E7	1.5265941204422152E8	NA	1.7451105989425716E8	1.835729576884444E8	1.1766249075780092E8	NA	1.3475E9	3.0492E7	4.1227E7	4.8458E7	6.6664E7	7.1461E7	6.5059E7	6	4	4	8	4	4	128	NA	NA	NA	2082	NA	1.0
P62979;P62987;P0CG47;P0CG48	P62979;P62987;P0CG47;P0CG48	8;6;6;6	8;6;6;6	4;2;2;2	Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40;Polyubiquitin-B;Ubiquitin;Polyubiquitin-C;Ubiquitin	RPS27A;UBA52;UBB;UBC	Ubiquitin-40S ribosomal protein S27a OS=Homo sapiens GN=RPS27A PE=1 SV=2;Ubiquitin-60S ribosomal protein L40 OS=Homo sapiens GN=UBA52 PE=1 SV=2;Polyubiquitin-B OS=Homo sapiens GN=UBB PE=1 SV=1;Polyubiquitin-C OS=Homo sapiens GN=UBC PE=1 SV=3	4	8	8	4	8	8	8	8	8	8	8	8	8	8	8	8	4	4	4	4	4	4	54.5	54.5	36.5	17.965	156	156;128;229;685	1.0	295	0.0	243.29	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	54.5	54.5	54.5	54.5	54.5	54.5	7.5933E10	3.5881986290837727E9	9.282808616416686E8	3.720363079434377E9	NA	3.3226768507360024E9	3.3157466776639013E9	4.304318725705939E9	NA	6.903E9	2.7761E8	3.3401E8	3.3714E8	3.1428E8	3.1782E8	3.2205E8	21	24	21	23	24	29	502	NA	NA	NA	2083	NA	1.0
P62993	P62993	15	15	15	Growth factor receptor-bound protein 2	GRB2	Growth factor receptor-bound protein 2 OS=Homo sapiens GN=GRB2 PE=1 SV=1	1	15	15	15	9	9	7	13	13	12	9	9	7	13	13	12	9	9	7	13	13	12	76.0	76.0	76.0	25.206	217	217	1.0	301	0.0	37.801	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	41.9	41.9	39.2	65.4	69.1	61.3	3.9177E9	1.5091629445483118E8	3.5957449183391154E7	1.1745279526080592E8	1.5091629445483118E8	1.4772329688943183E8	1.701416916173003E8	1.138470993394695E8	1.4772329688943183E8	2.062E8	6433500.0	7332700.0	5885200.0	8921300.0	1.0471E7	1.0007E7	9	7	5	14	12	10	222	NA	NA	NA	2084	NA	NA
P62995	P62995	9	9	7	Transformer-2 protein homolog beta	TRA2B	Transformer-2 protein homolog beta OS=Homo sapiens GN=TRA2B PE=1 SV=1	1	9	9	7	7	8	8	8	7	7	7	8	8	8	7	7	6	7	7	7	6	6	37.5	37.5	31.6	33.665	288	288	1.0	199	0.0	72.817	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	30.2	34.7	34.7	34.7	30.2	30.2	5.2477E9	2.3181919734954932E8	5.3352375069357194E7	2.5887095588041583E8	2.3181919734954932E8	2.255384243301932E8	2.0503676511184806E8	1.52230375618523E8	2.255384243301932E8	4.3731E8	1.5736E7	1.7391E7	2.0686E7	2.1082E7	1.9527E7	1.9724E7	6	4	9	8	7	9	168	NA	NA	NA	2085	NA	NA
P63000;P60763	P63000;P60763	9;5	9;5	5;2	Ras-related C3 botulinum toxin substrate 1;Ras-related C3 botulinum toxin substrate 3	RAC1;RAC3	Ras-related C3 botulinum toxin substrate 1 OS=Homo sapiens GN=RAC1 PE=1 SV=1;Ras-related C3 botulinum toxin substrate 3 OS=Homo sapiens GN=RAC3 PE=1 SV=1	2	9	9	5	8	9	9	9	9	8	8	9	9	9	9	8	4	5	5	5	5	4	47.4	47.4	22.9	21.45	192	192;192	1.0	261	0.0	77.16	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	46.9	47.4	47.4	47.4	47.4	46.9	1.3668E10	5.929131779470799E8	1.4906248240185457E8	5.996079295892913E8	1.3358567561792484E8	6.225391287849554E8	5.996187360579852E8	5.609313941422677E8	1.0803913578306907E8	1.3668E9	4.9124E7	5.8869E7	5.8436E7	6.7296E7	6.5889E7	6.7491E7	12	9	10	13	10	14	249	NA	NA	NA	2086	NA	1.0
P63010	P63010	28	12	12	AP-2 complex subunit beta	AP2B1	AP-2 complex subunit beta OS=Homo sapiens GN=AP2B1 PE=1 SV=1	1	28	12	12	14	14	12	22	20	19	4	6	5	9	7	7	4	6	5	9	7	7	39.0	23.3	23.3	104.55	937	937	1.0	165	0.0	31.147	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	15.8	16.8	14.4	27.9	22.5	23.8	9.7662E8	3.3779828918172225E7	9683432.397462713	2.919417970437019E7	2.2003330329785323E9	3.7272167306944795E7	4.200502864108449E7	2.065107091616187E7	2.3385303252169185E9	2.0346E7	579810.0	764980.0	577780.0	1003100.0	1144400.0	1070100.0	1	5	2	7	6	8	151	NA	NA	NA	2087	NA	1.0
P63098;H7BYZ3;Q96LZ3	P63098;H7BYZ3	5;4;1	5;4;1	5;4;1	Calcineurin subunit B type 1	PPP3R1	Calcineurin subunit B type 1 OS=Homo sapiens GN=PPP3R1 PE=1 SV=2;Uncharacterized protein OS=Homo sapiens PE=4 SV=1	3	5	5	5	0	1	0	3	2	4	0	1	0	3	2	4	0	1	0	3	2	4	40.6	40.6	40.6	19.3	170	170;331;170	1.0	52	0.0	9.5782	NA	By matching	NA	By MS/MS	By matching	By MS/MS	0.0	5.9	0.0	22.9	17.1	30.6	2.6191E8	NA	2743132.5529809524	NA	NA	1.1827685047539042E7	9086730.279530013	4011862.0879958444	1.1827685047539042E7	2.6191E7	0.0	1046500.0	0.0	1488900.0	1135600.0	1277200.0	0	0	0	2	0	1	23	NA	NA	NA	2088	NA	NA
P63104	P63104	17	14	12	14-3-3 protein zeta/delta	YWHAZ	14-3-3 protein zeta/delta OS=Homo sapiens GN=YWHAZ PE=1 SV=1	1	17	14	12	15	16	16	16	16	16	12	13	13	13	14	13	11	12	11	12	12	12	69.8	63.7	59.6	27.745	245	245	1.0	615	0.0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	60.0	69.4	60.4	69.4	66.9	69.4	2.2598E10	9.833221621677529E8	2.515958429336165E8	8.870941262118174E8	1.0584906907837441E7	1.0131563386906537E9	9.833738130925739E8	1.0171290856339444E9	9317541.596615149	1.1894E9	4.3272E7	5.2348E7	4.5846E7	5.6929E7	5.6089E7	5.7559E7	19	22	20	21	21	23	468	NA	NA	NA	2089	NA	1.0
P63151;Q66LE6;Q00005;Q9Y2T4;Q39247;Q38821	P63151	9;4;3;2;1;1	9;4;3;2;1;1	9;4;3;2;1;1	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform	PPP2R2A	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS=Homo sapiens GN=PPP2R2A PE=1 SV=1	6	9	9	9	6	5	3	4	5	5	6	5	3	4	5	5	6	5	3	4	5	5	24.6	24.6	24.6	51.691	447	447;453;443;447;501;513	1.0	113	0.0	22.962	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	16.1	14.3	10.1	11.0	13.4	12.8	9.4279E8	4.0123101966814324E7	1.2136227821981179E7	3.2475670759219903E7	2029260.4555942887	3.378447525322162E7	2.7476840047699094E7	1.8787383113885727E7	7976665.293692031	3.3671E7	1180800.0	1643800.0	1101800.0	1560900.0	1284600.0	1697500.0	5	2	4	2	7	5	112	NA	NA	NA	2090	NA	1.0
P63165	P63165	6	6	6	Small ubiquitin-related modifier 1	SUMO1	Small ubiquitin-related modifier 1 OS=Homo sapiens GN=SUMO1 PE=1 SV=1	1	6	6	6	3	4	3	4	5	5	3	4	3	4	5	5	3	4	3	4	5	5	45.5	45.5	45.5	11.557	101	101	1.0	109	0.0	10.275	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	28.7	28.7	24.8	37.6	37.6	45.5	2.2929E9	3.863739222493417E7	1.1473064876475843E7	3.687936926895872E7	3.863739222493417E7	1.0556693019688994E8	1.0083478843254864E8	6.500977012670741E7	1.0556693019688994E8	2.2929E8	3143000.0	4366200.0	3498100.0	1.2894E7	1.2559E7	1.2701E7	4	5	2	4	3	5	86	NA	NA	NA	2091	NA	NA
P63167;Q96FJ2	P63167	3;1	3;1	3;1	Dynein light chain 1, cytoplasmic	DYNLL1	Dynein light chain 1, cytoplasmic OS=Homo sapiens GN=DYNLL1 PE=1 SV=1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	44.9	44.9	44.9	10.366	89	89;89	1.0	106	0.0	277.77	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	44.9	44.9	44.9	44.9	44.9	44.9	3.8605E9	1.8779995583252153E8	4.5531439554226615E7	1.6155478786268696E8	3.9605160722570404E7	1.659621070603649E8	1.5877250173990014E8	1.0556964500350939E8	3.2128513177777797E7	7.7209E8	3.0471E7	3.539E7	3.082E7	3.7803E7	3.6855E7	3.5434E7	4	5	4	5	4	5	93	NA	NA	NA	2092	NA	1.0
P63173	P63173	6	6	5	60S ribosomal protein L38	RPL38	60S ribosomal protein L38 OS=Homo sapiens GN=RPL38 PE=1 SV=2	1	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	5	5	5	5	5	5	50.0	50.0	50.0	8.2178	70	70	1.0	203	0.0	29.161	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	50.0	50.0	50.0	50.0	50.0	50.0	9.5111E9	4.9310632276805305E8	1.2309195491160531E8	5.500475563569938E8	8281536.220919637	4.20294417604989E8	4.120096938899244E8	3.361456465169066E8	8726177.525833974	3.1704E9	1.3548E8	1.6191E8	1.7791E8	1.527E8	1.5229E8	1.4813E8	7	9	9	9	9	8	200	NA	NA	NA	2093	NA	1.0
P63208;O65674;O49484	P63208	13;1;1	13;1;1	10;0;0	S-phase kinase-associated protein 1	SKP1	S-phase kinase-associated protein 1 OS=Homo sapiens GN=SKP1 PE=1 SV=2	3	13	13	10	5	6	10	9	9	9	5	6	10	9	9	9	5	5	8	7	7	7	89.0	89.0	56.4	18.658	163	163;152;152	1.0	236	0.0	57.247	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	35.0	42.9	77.9	65.0	73.0	73.0	2.5322E9	1.0329845213492505E8	2.819779750564567E7	1.549443684340408E8	1.0329845213492505E8	9.960311236027037E7	9.945612742015569E7	6.606960316397265E7	9.960311236027037E7	2.1101E8	6953900.0	9046700.0	1.2252E7	9703600.0	9875800.0	1.0269E7	7	5	10	8	10	6	184	NA	NA	NA	2094	NA	NA
P63218	P63218	4	4	4	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5	GNG5	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5 OS=Homo sapiens GN=GNG5 PE=1 SV=3	1	4	4	4	3	3	3	4	4	3	3	3	3	4	4	3	3	3	3	4	4	3	47.1	47.1	47.1	7.3184	68	68	1.0	76	0.0	5.3894	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	32.4	32.4	32.4	47.1	47.1	32.4	2.2268E9	5.2134062926228896E7	1.740899690664311E7	NA	2.234035891429747E8	1.0434184665075077E8	9.407056055568802E7	5.252446598026775E7	2.3583457440782762E8	4.4536E8	1.5712E7	2.1105E7	1.9491E7	2.4595E7	2.2608E7	2.0532E7	2	3	2	3	4	3	59	NA	NA	NA	2095	1.0	1.0
P63220	P63220	4	4	4	40S ribosomal protein S21	RPS21	40S ribosomal protein S21 OS=Homo sapiens GN=RPS21 PE=1 SV=1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	57.8	57.8	57.8	9.1113	83	83	1.0	105	0.0	80.854	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	57.8	57.8	57.8	57.8	57.8	57.8	2.8216E9	1.3382732186369261E8	3.1122438018727742E7	1.2629762968312065E8	1.3382732186369261E8	7.568719194126116E7	1.1997085089999735E8	7.908649368577535E7	7.568719194126116E7	4.0309E8	1.5447E7	1.7131E7	1.7127E7	1.2609E7	2.0372E7	2.0396E7	2	5	4	3	3	3	78	NA	NA	NA	2096	NA	NA
P63241;Q6IS14;Q9GZV4	P63241;Q6IS14;Q9GZV4	12;9;6	12;9;6	12;9;6	Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A-1-like;Eukaryotic translation initiation factor 5A-2	EIF5A;EIF5AL1;EIF5A2	Eukaryotic translation initiation factor 5A-1 OS=Homo sapiens GN=EIF5A PE=1 SV=2;Eukaryotic translation initiation factor 5A-1-like OS=Homo sapiens GN=EIF5AL1 PE=2 SV=2;Eukaryotic translation initiation factor 5A-2 OS=Homo sapiens GN=EIF5A2 PE=1 SV=3	3	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	85.7	85.7	85.7	16.832	154	154;154;153	1.0	817	0.0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	85.7	85.7	85.7	85.7	85.7	85.7	1.5077E10	7.571462884093537E8	1.8546695331009713E8	7.572438128029407E8	7.571462884093537E8	7.468447202264668E8	6.402456012684321E8	5.629365479930733E8	7.468447202264668E8	1.8846E9	7.8653E7	9.1588E7	9.2483E7	1.0048E8	8.7518E7	8.4227E7	26	24	17	30	27	19	543	NA	NA	NA	2097	NA	NA
P63244	P63244	19	19	19	Guanine nucleotide-binding protein subunit beta-2-like 1;Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed	GNB2L1	Receptor of activated protein C kinase 1 OS=Homo sapiens GN=RACK1 PE=1 SV=3	1	19	19	19	17	17	18	18	17	18	17	17	18	18	17	18	17	17	18	18	17	18	77.6	77.6	77.6	35.076	317	317	1.0	692	0.0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	75.4	75.4	77.6	75.4	75.4	75.4	2.5964E10	1.2303970609203947E9	2.90307362031295E8	1.1722795878614688E9	NA	1.0007854111587251E9	1.2277794482413354E9	1.1682073305051184E9	5359866.8430063715	1.1802E9	4.6891E7	5.2184E7	5.2446E7	4.8384E7	6.0231E7	5.5569E7	16	19	15	17	21	16	390	NA	NA	NA	2098	NA	1.0
P63261	P63261	23	23	1	Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed	ACTG1	Actin, cytoplasmic 2 OS=Homo sapiens GN=ACTG1 PE=1 SV=1	1	23	23	1	21	21	22	22	22	22	21	21	22	22	22	22	1	1	1	1	1	1	73.6	73.6	4.5	41.792	375	375	1.0	3731	0.0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	71.7	71.7	73.3	73.3	73.3	73.3	1.0891E12	4.6262554638978806E10	1.2418615371316542E10	4.629670191262473E10	2.0850889495157424E8	5.1733152414912254E10	5.09537559647813E10	1.08414077830418E11	2.2394995436754325E8	4.7353E10	1.7631E9	2.1255E9	2.0536E9	2.2612E9	2.2615E9	2.1998E9	71	69	62	67	71	74	1519	NA	NA	NA	2099	NA	1.0
P63279	P63279	9	9	9	SUMO-conjugating enzyme UBC9	UBE2I	SUMO-conjugating enzyme UBC9 OS=Homo sapiens GN=UBE2I PE=1 SV=1	1	9	9	9	7	7	8	8	8	9	7	7	8	8	8	9	7	7	8	8	8	9	79.7	79.7	79.7	18.007	158	158	1.0	200	0.0	189.94	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	55.7	55.7	75.3	75.3	75.3	79.7	4.0332E9	1.8985434845391366E8	5.333089152696752E7	1.898638144642368E8	2.0374637279360645E7	1.7554011175143534E8	1.876597491547674E8	1.1942373020169897E8	1.9162387608948275E7	5.7617E8	2.2038E7	2.9687E7	2.5923E7	2.8388E7	3.0925E7	2.7878E7	8	11	9	13	13	13	227	NA	NA	NA	2100	NA	1.0
P67775;P62714;P48529;P48528;Q07099;Q07098;O04951	P67775;P62714	12;10;1;1;1;1;1	12;10;1;1;1;1;1	9;9;0;0;0;0;0	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform;Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform	PPP2CA;PPP2CB	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform OS=Homo sapiens GN=PPP2CA PE=1 SV=1;Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform OS=Homo sapiens GN=PPP2CB PE=1 SV=1	7	12	12	9	9	9	9	11	11	11	9	9	9	11	11	11	6	6	6	8	8	8	61.2	61.2	49.8	35.594	309	309;309;305;305;306;306;307	1.0	234	0.0	203.59	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	37.9	36.2	36.2	49.2	49.2	49.2	4.259E9	1.7115038739607018E8	3.246133943520363E7	1.1809843560529827E8	1.7115038739607018E8	1.890961731726419E8	1.844934188788851E8	1.2815449982921866E8	1.890961731726419E8	2.3661E8	7709100.0	7000200.0	6253300.0	1.2E7	1.193E7	1.1604E7	7	8	7	11	9	8	207	NA	NA	NA	2101	NA	NA
P67809;Q9Y2T7	P67809	15;4	15;4	11;0	Nuclease-sensitive element-binding protein 1	YBX1	Nuclease-sensitive element-binding protein 1 OS=Homo sapiens GN=YBX1 PE=1 SV=3	2	15	15	11	14	14	15	14	15	14	14	14	15	14	15	14	10	10	11	10	11	10	67.0	67.0	54.6	35.924	324	324;364	1.0	662	0.0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	67.0	64.8	67.0	64.8	67.0	64.8	1.4525E10	6.275683361565647E8	1.6293705550761834E8	5.795510696991009E8	6.275683361565647E8	6.517504868233782E8	6.430374978193291E8	5.069519334048737E8	6.517504868233782E8	1.0375E9	3.7156E7	4.5966E7	4.0359E7	5.029E7	5.0434E7	4.4279E7	11	9	10	13	10	13	251	NA	NA	NA	2102	NA	NA
P67812;P0C7V7	P67812	5;1	5;1	5;1	Signal peptidase complex catalytic subunit SEC11A	SEC11A	Signal peptidase complex catalytic subunit SEC11A OS=Homo sapiens GN=SEC11A PE=1 SV=1	2	5	5	5	3	5	3	5	4	4	3	5	3	5	4	4	3	5	3	5	4	4	23.5	23.5	23.5	20.625	179	179;166	1.0	85	0.0	11.997	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	14.0	23.5	15.6	23.5	19.0	20.1	1.1883E9	4.643844891493601E7	1.7536129309352778E7	6.3684531628842324E7	8.21488040976687E7	5.270134941527295E7	5.37084238849375E7	3.352005203410396E7	7.39206167491403E7	9.9025E7	3157000.0	5549200.0	5036900.0	5427100.0	5635700.0	6159700.0	3	4	3	4	3	5	79	NA	NA	NA	2103	NA	1.0
P67870	P67870	9	9	9	Casein kinase II subunit beta	CSNK2B	Casein kinase II subunit beta OS=Homo sapiens GN=CSNK2B PE=1 SV=1	1	9	9	9	5	7	6	7	7	6	5	7	6	7	7	6	5	7	6	7	7	6	62.3	62.3	62.3	24.942	215	215	1.0	177	0.0	88.348	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	26.0	33.5	29.8	54.9	40.5	36.7	3.154E9	1.933593100338531E8	6.377043359838196E7	2.483702686836374E8	1.933593100338531E8	1.1990417876280123E8	1.149852098760069E8	6.241504763532913E7	1.1990417876280123E8	2.8673E8	1.4252E7	2.2504E7	2.1521E7	1.2449E7	1.2165E7	1.0424E7	3	3	3	8	8	6	160	NA	NA	NA	2104	NA	NA
P67936;Q2TAC2	P67936	17;1	17;1	8;1	Tropomyosin alpha-4 chain	TPM4	Tropomyosin alpha-4 chain OS=Homo sapiens GN=TPM4 PE=1 SV=3	2	17	17	8	15	16	15	16	17	16	15	16	15	16	17	16	8	8	8	8	8	8	53.6	53.6	33.5	28.521	248	248;916	1.0	487	0.0	312.76	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	50.8	50.8	50.8	53.6	53.6	53.6	2.5849E10	1.07839341509544E9	2.6546247143016E8	1.0835585094750924E9	4581609.513319241	1.1547046529986906E9	1.1440441548687713E9	1.2804177684624531E9	4148618.847434216	1.2309E9	4.3037E7	4.9984E7	5.0766E7	5.8514E7	5.8833E7	6.2876E7	20	18	18	19	22	18	399	NA	NA	NA	2105	NA	1.0
P68032;P63267;P62736	P68032;P63267;P62736	15;14;14	2;2;2	1;1;1	Actin, alpha cardiac muscle 1;Actin, gamma-enteric smooth muscle;Actin, aortic smooth muscle	ACTC1;ACTG2;ACTA2	Actin, alpha cardiac muscle 1 OS=Homo sapiens GN=ACTC1 PE=1 SV=1;Actin, gamma-enteric smooth muscle OS=Homo sapiens GN=ACTG2 PE=1 SV=1;Actin, aortic smooth muscle OS=Homo sapiens GN=ACTA2 PE=1 SV=1	3	15	2	1	12	12	13	13	13	13	1	1	1	1	1	1	0	0	0	0	0	0	38.7	9.8	5.6	42.019	377	377;376;377	1.0	285	0.0	64.862	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	31.3	31.3	32.9	32.9	32.9	32.9	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	NA	NA	NA	2106	NA	NA
P68036;A0A1B0GUS4	P68036;A0A1B0GUS4	8;5	8;5	8;5	Ubiquitin-conjugating enzyme E2 L3	UBE2L3	Ubiquitin-conjugating enzyme E2 L3 OS=Homo sapiens GN=UBE2L3 PE=1 SV=1;HCG1789360 OS=Homo sapiens GN=UBE2L5 PE=1 SV=1	2	8	8	8	7	6	7	6	6	7	7	6	7	6	6	7	7	6	7	6	6	7	68.2	68.2	68.2	17.861	154	154;154	1.0	213	0.0	65.141	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	51.9	42.2	51.9	51.9	51.9	68.2	4.9864E9	2.3166485087249768E8	6.0646245531211875E7	2.254936229496E8	2.130378473151394E7	1.989206280745559E8	1.9996171633474404E8	1.5226512767822233E8	1.1709616896086024E7	6.233E8	2.358E7	2.9636E7	2.7015E7	2.7929E7	2.8605E7	2.9631E7	7	8	7	7	6	8	168	NA	NA	NA	2107	NA	1.0
P68104;Q5VTE0;Q8RXJ0	P68104;Q5VTE0	30;28;1	30;28;1	20;19;1	Elongation factor 1-alpha 1;Putative elongation factor 1-alpha-like 3	EEF1A1;EEF1A1P5	Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1;Putative elongation factor 1-alpha-like 3 OS=Homo sapiens GN=EEF1A1P5 PE=5 SV=1	3	30	30	20	28	28	27	27	28	27	28	28	27	27	28	27	19	18	18	17	18	17	71.4	71.4	43.3	50.14	462	462;462;440	1.0	3134	0.0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	68.6	69.7	68.4	69.7	69.7	69.7	4.135E11	2.0057671137365223E10	5.395587048872088E9	2.003482471816307E10	1.1986717967704767E7	1.9338320477730618E10	1.9099162958926E10	3.3415344151761856E10	6263650.15400918	1.654E10	6.9666E8	8.5166E8	8.1186E8	7.849E8	7.8609E8	7.6418E8	92	88	94	94	105	109	2170	NA	NA	NA	2108	NA	1.0
